энмэн нанӄытэмтэӈ ганымытваԓен	 э н м э н _ н _  а н ӄ ы т э м т э _  ӈ _ г а _  н ы _ мытва _  ԓ е н _ 
ытръэч тэӈэмӈэԓвыԓекы уйӈэ	 ы т р ъ э ч _ т э ӈ _  э м _  ӈ э ԓ в ы ԓ е _  к ы _ у й ӈ э _ 
аракыԓьэн ымы ԓыгэн	 а _  р а _  к ы _ ԓь _ эн _ ы м ы _ ԓ ы г э н _ 
ӄун ӈэвъэн уйӈэ таӈамынан	 ӄ у н _ ӈ э в ъ э _ н _ у й ӈ э _ т а ӈ _ ам _  ы н а н _ 
ганымытваԓен ӈэԓвыԓекы амыным	 г а _  н ы _ мытва _  ԓ е н _ ӈ э ԓ в ы ԓ е _ кы _ а м _ ыным _ 
аны ныԓгэӈъоӄэн ымы	 а н ы _ н ы _  ԓ г э _  ӈ ъ о _  ӄ э н _ ы м ы _ 
ваԓы чаат кукэт	 в а ԓ ы _ ч а а т _ к у к э т _ 
пойгыт уйӈэ наӄам ӈэԓвыԓ нымкыӄин	 п о _  й г ы т _ у й ӈ э _ н а ӄ а м _ ӈ э ԓ в ы ԓ _ н ы _  м к ы _ ӄин _ 
энмэн нанӄытэмтэӈ ынӄэн	 э н м э н _ н _  а н ӄ ы т э м т э _  ӈ _ ы н ӄ э н _ 
нынны ынин аны ныԓгэӄамэтваӄэн	 н ы н н ы _ ы н _  и н _ а н ы _ н ы _  ԓ г э _  ӄ а м э т в а _  ӄ э н _ 
ыныкит гытъэвкы ӄоԓ	 ы н ы _ кит _ г ы т ъ э в _ кы _ ӄ о ԓ _ 
итгъи вуԓӄытвик ӄаанматгъэ ԓыгэн	 и т _ гъ _ и _ в у ԓ ӄ ы _ тви _ к _ ӄ а а н м а т _  г ъ э _ ԓ ы г э н _ 
кытгынтыпэрэта рыннин ӄораӈы наӄам	 к ы т г ы н т ы _  п э р э т _  а _ р ы н _ нин _ ӄ о р а _ ӈы _ н а ӄ а м _ 
аны ныԓгининъыӄин нанӄытэмтэӈ чама	 а н ы _ н ы _  ԓ г и _  н и _ нъы _ ӄин _ н _  а н ӄ ы т э м т э _  ӈ _ ч а м а _ 
ныԓгэнымԓыӄэн ынӄэн ынкы	 ны _  ԓ г э _ ны _ мԓы _ ӄэн _ ы н ӄ э н _ ы н _ кы _ 
кытгынтыпэрэнэн ӄораӈы ынӄо риԓгыпэтэ	 к ы т г ы н т ы _  п э р э _  н э н _ ӄ о р а _ ӈы _ ы н ӄ о _ р _  и ԓ г ы п э т э _ 
рыннин ынраӄ эрынвэ рыннинэт гыткат ԓыгэн мыԓенинэт гыткат мынга ынӄо тэтивэԓе инэвэнӈэтгъи	 р ы н _ нин _ ы н р а _ ӄ _ э р ы н в э _ р ы н н и н э _ т _ г ы т к а _ т _ ԓ ы г э н _ м ы _  ԓ е н _  и н э _ т _ г ы т к а _ т _ м ы н _  г а _ ы н ӄ о _ т э т _  и в э ԓ _  е _ и н э _  в э н ӈ э т _ гъ _  и _ 
ынӄо ӄорэн нанӄын тэйкынин	 ы н ӄ о _ ӄ о р э _ н _ н _  а н ӄ ы _  н _ т э й к ы _ ни _ н _ 
ынкъам мэмԓытыёнэн ынӄо рыратыквыткынык рытриԓнин ынӈин нувиӄин нанӄытэмтэӈ	 ы н к ъ а м _ м э м ԓ ы т ы _  ё _  н э н _ ы н ӄ о _ р ы р а _  т ы к в ы _ ткыны _ к _ р ы т _ риԓ _ ни _ н _ ы н ӈ и н _ н _  у в и _ ӄин _ н _  а н ӄ ы т э м т э _  ӈ _ 
ӄорананӄыткынык вычгывыквыткынык таӈымыԓьэты ыпаннэн аймак	 ӄ о р а _  н а н ӄ ы _  т к ы н ы _ к _ в ы ч г ы _  в ы к в ы _  т к ы н ы _ к _ т а ӈ _  ы м ы ԓ ь _ эты _ ы п а н _  н э _  н _ а й м а _ к _ 
ынӄо гатарыгъёԓгынԓен нанӄыванвыԓӄыԓ гэтэйкыԓин	 ы н ӄ о _ г а _  т а _  р ы г ъ _  ё ԓ г ы н ԓ е н _ н _  а н ӄ ы _  в а н в ы _  ԓ ӄ ы ԓ _ г э _  т э й к ы _ ԓин _ 
амыным ӄамэтваӈӈогъэ	 а м _ ыным _ ӄ а м э т в а _  ӈ ӈ о _  г ъ _ э _ 
апаӄатԓыткогъэ аны гаӄамэтваԓен таӈымыԓьэты	 а п а ӄ _  а т ԓ ы т к о _  г ъ _ э _ а н ы _ г а _  ӄ а м э т в а _ ԓен _ т а ӈ _  ы м ы ԓ ь _ эты _ 
кунин ӄаанмэ	 к у _ ни _ н _ ӄ а а н м _  э _ 
ынӄо ӄутгъи	 ы н ӄ о _ ӄ у т _  г ъ _ и _ 
нанӄыйӈын гэԓгимэйӈэтԓин гагэнрычгатԓен ынӄо ӈиԓгэ тимтигнин нанӄын	 н а _  н _  ӄ ы _  й ӈ ы _ н _ г э _ ԓги _  м э й ӈ _ эт _ ԓин _ г а _  г э н _  р ы ч г _ ат _ ԓен _ ы н ӄ о _ ӈ и ԓ г _ э _ т и м т и г _ ни _  н _ н _  а н ӄ ы _ н _ 
ӈэԓвыԓ вэгтиԓгъи наӄам ыныкит ныгытъэвӄин	 ӈ э ԓ в ы ԓ _ в э г т и ԓ _ гъ _ и _ н а ӄ а м _ ы н ы _ кит _ н ы _  г ы т ъ э в _  ӄ и н _ 
ныԓгимӄытвиӄин нанӄын наӄам ыныкит ныпԓыӄамэтваӄэн	 ны _  ԓ г и _  м ӄ ы _ тви _ ӄин _ н _  а н ӄ ы _ н _ н а ӄ а м _ ы н ы _ кит _ н ы _  п ԓ ы ӄ а м э т в а _  ӄ э н _ 
ныԓгэгэнрычгатӄэн нанӄын рыпэт	 ны _  ԓ г э _  г э н _  р ы ч г _ ат _ ӄэн _ н _  а н ӄ ы _ н _ р ы п э т _ 
ӄун кыԓтэ	 ӄ у н _ к ы ԓ т _  э _ 
нинэтчыӄин нанӄын ынӄэн	 н _ инэ _  т ч ы _  ӄ и н _ н _  а н ӄ ы _ н _ ы н ӄ э н _ 
тэӈэмынӈин ганымытваԓен тумгэӄэй нанӄытэмтэӈ амын ӄоԓ итгъи вуԓӄытвик нэмэ ӄаанматгъэ ынраӄ нымэчыӄэргыԓьатӄэн	 т э ӈ _  э м ы н _ ӈин _ г а _  н ы _ мытва _  ԓ е н _ т у м г э _ ӄэй _ н _  а н ӄ ы т э м т э _  ӈ _ а м _  ы н _ ӄ о ԓ _ и т _ гъ _ и _ в у ԓ ӄ ы _ тви _ к _ н э м э _ ӄ а а н м а т _  г ъ э _ ы н р а _ ӄ _ н ы _  м э ч ы _  ӄ э р г ы _  ԓ ь а т _ ӄэн _ 
увэма ӈэԓвыԓым нытԓытваӄэн ԓюур вай рымъэйӈэткун авач авач ԓыгэн эвыр	 у в э м _ а _ ӈ э ԓ в ы _  ԓ ы м _ н ы _  т ԓ ы т в а _  ӄ э н _ ԓ ю у р _ вай _ р ы м _  ъ э й ӈ э _  т к у _  н _ а в а ч _ а в а ч _ ԓ ы г э н _ э в ы р _ 
гагчыръогъэ нанӄытэмтэӈ эӄыԓпэ эръыкыргыт ӈирэӄ энатыёйвынэнат уунъыкэнъутэ ынкъам рытрэтэ	 г а _  г ч ы _ ръо _  г ъ _ э _ н _  а н ӄ ы т э м т э _  ӈ _ э ӄ ы ԓ п э _ э р ъ ы _  к ы р г ы _  т _ ӈ и р э ӄ _ э н _  а т ы _  ё _  й в ы _  н _  э н а _ т _ у у н ъ ы _  к э н ъ у т _  э _ ы н к ъ а м _ р ы т р э _  т э _ 
ԓьуԓӄыԓеннинэт ынӄоым мачыяа рывакъовнэнат ӈирэк рытрэԓьуԓӄытԓьэт	 ԓ ь у _  ԓ ӄ ы _  ԓ е н _  н и _  н э _ т _ ы н ӄ о ы м _ м а ч ы _  я а _ р ы _  в а к ъ о _  в _  н э _  н а _ т _ ӈ и р э _  к _ р ы т р э _  ԓ ь у _  ԓ ӄ ы т _  ԓ ь э т _ 
эръыкыргыт аны ӈоты	 э р ъ ы _  к ы р г ы _  т _ а н ы _ ӈ о т ы _ 
энмэч гапкэрыӈӈоԓен ӄытԓыги эӄэԓьымкын ӈэԓвыԓым ынкы	 э н м э ч _ г а _  п к э р ы _ ӈӈо _ ԓен _ ӄ ы т ԓ ы г и _ э _  ӄ э ԓ ь ы _  м к ы _ н _ ӈ э ԓ в ы _  ԓ ы м _ ы н _ кы _ 
нытԓытваӄэн панэна ынӄо атчысӄэквъэ нанӄытэмтэӈ	 ны _  т ԓ ы т в а _  ӄ э н _ п а н э н _ а _ ы н ӄ о _ а т ч ы с ӄ э к _  в ъ _  э _ н _  а н ӄ ы т э м т э _  ӈ _ 
омкычыкогты аны вай ныԓӄэгнэвъюуӄинэт	 о м к ы _ чыко _  г т ы _ а н ы _ в а й _ н ы _  ԓ _  ӄ э г н э _  в ъ ю у _  ӄ и н э _ т _ 
мачыяа вакъотваԓьыт	 м а ч ы _  я а _ в а к ъ о _  т в а _ ԓьы _  т _ 
эръыкыргыт тиӈурэ нынпыткэвъюуӄинэт	 э р ъ ы _  к ы р г ы _  т _ т _  и ӈ у р э _ н ы _  н _  п ы т к э _  в ъ ю у _  ӄ и н э _ т _ 
тиӈурмъэмитэ вачаӄ	 т _  и ӈ у р _  м ъ э _ мит _  э _ в а ч а ӄ _ 
ванэван ынынпэӄэттавынат эръыкыргыт	 в а н э в а н _ ы н ы _  н п э ӄ э т _  т а в ы _  н а _ т _ э р ъ ы _  к ы р г ы _  т _ 
миӈкыри ӄун нивӄинэт ытри энмэн ынӄэнат	 м и ӈ _ кы _ ри _ ӄун _ н _  и в _  ӄ и н э _ т _ ы т р и _ э н м э н _ ы н ӄ э н а _  т _ 
 ӈирэӄ оравэтԓьат натаӈыԓвавынат тымык	 _ ӈ и р э ӄ _ о р а в э т ԓ ь а _  т _ н а т а _  ӈ ы ԓ в а в ы _  н а _ т _ т ы _  м ы к _ 
ӄынвэр найъонат ӈирэӄ эръыкыргыт ӄытԓыги ынӄэнат эръыкыргыт ытръэч уунъыкэнъутэ гэнатыёԓенат выԓ нымкыӄин наӄам уйӈэ этынвыка	 ӄ ы н в э р _ н а _  й ъ о _  н а _ т _ ӈ и р э ӄ _ э р ъ ы _  к ы р г ы _  т _ ӄ ы т ԓ ы г и _ ы н ӄ э н а _  т _ э р ъ ы _  к ы р г ы _  т _ ы т р ъ э ч _ у у н ъ ы _  к э н ъ у т _  э _ г _  э н а _  т ы ё _  ԓ е н а _ т _ в ы ԓ _ н ы _  м к ы _  ӄ и н _ н а ӄ а м _ у й ӈ э _ э т ы н в ы _  к _ а _ 
опопы моргынан	 о п о п ы _ м о р г ы _ нан _ 
ӈэԓвыԓ мыныԓгын миӈкыри ӄун эми авынраԓьыт энмэч эргатык	 ӈ э ԓ в ы ԓ _ м ы н ы _  ԓ г ы _ н _ м и ӈ _ кы _ ри _ ӄ у н _ э м _  и _ а в ы н р а _  ԓ ь ы _  т _ э н м э ч _ э р г _ атык _ 
мынагтатын ӈэԓвыԓ тумгытым ночыткоӄэнат	 м ы н _  а г т а т ы _  н _ ӈ э ԓ в ы ԓ _ т у м г ы _  т ы м _ н о ч ы _ тко _  ӄ э н а _ т _ 
нанвэтгавын ӈэԓвыԓ эргатык агтатынвы амыным энмэч тэӈунтымэквъэт ынкы ӄамэтваԓьатгъат ынкы эчги ӄэмипԓыткугъэт ынкы	 н а _  н _  в э т г а в ы _  н _ ӈ э ԓ в ы ԓ _ э р г _ атык _ а г т _  а т ы н в ы _ а м _ ыным _ э н м э ч _ т э ӈ _  у н _  т ы м э к _  в ъ э _ т _ ы н _ кы _ ӄ а м э т в а _  ԓ ь а т _  г ъ а _ т _ ы н _ кы _ э ч г и _ ӄ э м и п ԓ ы т к у _  г ъ э _ т _ ы н _ кы _ 
ԓыгэн йыԓӄатчагъат наӄам таӈымыԓьо ирвыгинив ыннэнԓеӈкы натанмайӈэвынат ынӄоым йыԓӄатчагъат амыным нанӄытэмтэӈына чамэттанэнат	 ԓ ы г э н _ й ы ԓ ӄ _  а т ч а _ гъа _ т _ н а ӄ а м _ т а ӈ _  ы м ы ԓ ь о _ и р в ы г и _  н _  и в _ ы н н э н _  ԓ е ӈ _  к ы _ н а т а н _  м а й ӈ _  э в ы _  н а _ т _ ы н ӄ о ы м _ й ы ԓ ӄ _  а т ч а _ гъа _ т _ а м _ ыным _ н _  а н ӄ ы т э м т э ӈ _  ы н а _ ч а м э т т а _ нэ _ на _ т _ 
йыԓӄыԓьыт йъонэнат эвын	 й ы ԓ ӄ ы _ ԓьы _  т _ й ъ о _ нэ _ на _ т _ э в ы н _ 
таӈвытрыӈ ныйыԓӄатчаӄэнат аӄаԓымкиӈыт ынӄо танмайӈытваԓьыт ирвыгинив майынԓяйвынэнат нотагты омкычыкогты ынӄо йъонэнат	 т а ӈ _  в ы т р ы _ ӈ _ н ы _  й ы ԓ ӄ _  а т ч а _ ӄэна _ т _ а _  ӄ а ԓ ы _  м к и ӈ ы _  т _ ы н ӄ о _ т а н _  м а й ӈ ы _  т в а _  ԓ ь ы _  т _ и р в ы г и _  н _  и в _ м а й ы н ԓ я _  й в ы _  н _  э н а _ т _ н о т а _  г т ы _ о м к ы _ чыко _  г т ы _ ы н ӄ о _ й ъ о _ нэ _  н а _ т _ 
йыԓӄыԓьыт ытръэч ыннэн пойгын рынрынин	 й ы ԓ ӄ ы _ ԓьы _  т _ ы т р ъ э ч _ ы н н э н _ п о й г ы _ н _ р ы н р ы _ ни _ н _ 
эвын ныӄынӈырвэԓыръоӄэнат эӄэԓьыгинив	 э в ы н _ н ы _  ӄ ы н ӈ ы _  р в _  э ԓ ы _  р ъ о _  ӄ э н а _ т _ э _ ӄэԓьы _  г и н _ ив _ 
аны рымъэйӈэнинэт эӄэԓьыгинив	 а н ы _ р ы м _  ъ э й ӈ э _  н и _  н э _ т _ э _ ӄэԓьы _  г и н _ ив _ 
ынӄо йъонэнат йыԓӄыԓьыт ытръэч ыннэн пойгын	 ы н ӄ о _ й ъ о _ нэ _  н а _ т _ й ы ԓ ӄ ы _ ԓьы _  т _ ы т р ъ э ч _ ы н н э н _ п о й г ы _ н _ 
рынрынин эвын ныӄынӈырвэԓыръоӄэнат эӄэԓьыгинив аны рымъэйӈэнинэт эӄэԓьыгинив аны гараԓеԓӄотчаԓенат	 р ы н р ы _ ни _ н _ э в ы н _ н ы _  ӄ ы н ӈ ы _  р в _  э ԓ ы _  р ъ о _  ӄ э н а _ т _ э _ ӄэԓьы _  г и н _ ив _ а н ы _ р ы м _  ъ э й ӈ э _  н и _  н э _ т _ э _ ӄэԓьы _  г и н _ ив _ а н ы _ г а _  р а ԓ е ԓ _  ӄ о т ч а _  ԓ е н а _ т _ 
аӄаԓьымкычгын ԓыгэн ԓыԓенвэнтинэӈу ныпойгырэтръоӄэнат уйӈэ	 а _  ӄ а ԓ ь ы _  м к ы ч г ы _ н _ ԓ ы г э н _ ԓ ы ԓ е н в э н _  т и н э _  ӈ у _ н ы _  п о й г ы р э т _  р ъ о _ ӄэна _ т _ у й ӈ э _ 
ԓьук ныԓвавӄэнат аны ынкы кэмчичевръуԓьыт	 ԓ ь у _  к _ н ы _  ԓ в а в _  ӄ э н а _ т _ а н ы _ ы н _ кы _ к э м ч и ч е в _  р ъ у _  ԓ ь ы _ т _ 
ԓыгэн нэнанмыткойвыӄэнат пойга нанӄытэмтэӈына	 ԓ ы г э н _ н _  э н а _  н м ы _  т к о _  й в ы _ ӄэна _ т _ п о _  й г а _ н _  а н ӄ ы т э м т э ӈ _  ы н а _ 
ынкы тымыткойвынэнат таӈымыԓьо	 ы н _ кы _ т ы _  м ы т к о _  й в ы _ н _  э н а _ т _ т а ӈ _ ымыԓьо _ 
ынӄо	 ы н ӄ о _ 
тумгэӄэй нанӄытэмтэӈ ирвынӈэгъи игырым эӄэԓьэ нарынноркын	 т у м г э _ ӄэй _ н _  а н ӄ ы т э м т э _  ӈ _ и р в ы _  н ӈ э _ гъ _  и _ и г ы р ы м _ э _  ӄ э ԓ _ ь _ э _ н _  а р ы н н о _  р к ы н _ 
вуԓӄытвигъи	 в у ԓ ӄ ы _ тви _  г ъ _ и _ 
ԓюур ӈайъэннысӄэпы ининигъи	 ԓ ю у р _ ӈ а й _  ъ э н _  н ы _  с _  ӄ э п ы _ и н _ ини _ гъ _ и _ 
этратчыӈын эвын гаӄоԓема ныԓгирымъэйӈэткуӄинэт	 э т р а _ тчы _  ӈ ы _ н _ э в ы н _ г а _  ӄ о ԓ е _ ма _ н ы _  ԓ г и _  р ы м _  ъ э й ӈ э _  т к у _ ӄинэ _ т _ 
нанӄытэмтэӈ нанӄытэмтэӈым нытаӈонтымытваӄэн таӈванэван найыԓгавын энмэч нытэнмавыткоӄэн ԓюур	 н _  а н ӄ ы т э м т э _  ӈ _ н _  а н ӄ ы т э м т э _  ӈ ы м _ н ы _  т а ӈ _  о н т ы _  м ы т в а _  ӄ э н _ т а ӈ _  в а н э в а н _ н а _  й ы ԓ _  г а в ы _ н _ э н м э ч _ н ы _  т э _  н м а в ы _  т к о _  ӄ э н _ ԓ ю у р _ 
пыкэтчагъат аӄаԓымкиӈын накамԓеԓтагъан нанӄытэмтэӈ аны	 п ы к э т ч а _ гъа _  т _ а _  ӄ а ԓ ы _  м к и ӈ ы _ н _ н а к а м _ ԓеԓта _ гъа _ н _ н _  а н ӄ ы т э м т э _  ӈ _ а н ы _ 
нанӄытэмтэӈына пойгычгын гэниԓюԓин	 н _  а н ӄ ы т э м т э ӈ _  ы н а _ п о _  й г ы ч г ы _ н _ г э _  н _  и ԓ ю _ ԓин _ 
ԓюур гыргоԓятгъэ таӈампойгыԓьата	 ԓ ю у р _ г ы р г о ԓ я _  т _  г ъ э _ т а ӈ _  а м _  п о й г ы _  ԓ ь а _  т а _ 
нанӄытэмтэӈ ооԓёкоԓё аны ныԓгинымкыӄин аӄаԓьэтратчыӈын ԓюур выентэтгъи	 н _  а н ӄ ы т э м т э _  ӈ _ о о ԓ ё к о ԓ ё _ а н ы _ н ы _ ԓги _ ны _  м к ы _ ӄин _ а _  ӄ а ԓ ь э т _  р а _  т ч ы _ ӈы _ н _ ԓ ю у р _ в ы е н т _ эт _  г ъ _ и _ 
камԓеԓтаё нанӄытэмтэӈ аны ынкы	 к а м ԓ _  е ԓ т а _  ё _ н _  а н ӄ ы т э м т э _  ӈ _ а н ы _ ы н _ кы _ 
моогъат маравкы наӄам пойгыԓьата мараквъат амыным нэмэ	 м о о _  г ъ а _ т _ м а р а в _  к ы _ н а ӄ а м _ п о й г ы _  ԓ ь а _  т а _ м а р а к _  в ъ а _ т _ а м _  ы н ы м _ н э м э _ 
нанӄытэмтэӈына тэӈыткунин	 н _  а н ӄ ы т э м т э ӈ _  ы н а _ т э ӈ ы _  т к у _  н и _ н _ 
эӄэԓьырэт этки гэрмэвԓин нанӄытэмтэӈ чама	 э _  ӄ э ԓ ь ы _  р э т _ э т _ к _ и _ г э _  р м э в _ ԓин _ н _  а н ӄ ы т э м т э _  ӈ _ ч а м а _ 
гамчытвэԓен нэмэ рымагтэты нымытваӈӈогъэ	 г а _  м ч ы _ твэ _ ԓен _ н э м э _ р ы _  м а г т _ эты _ н ы _  м ы т в а _  ӈ ӈ о _  г ъ _ э _ 
итыкым ныйъойвыӄэн эӄэԓьэ вачаӄым тымык натаӈыԓвавын ӄоԓ	 и т ы _  к ы м _ н ы _  й ъ о _  й в ы _ ӄэн _ э _  ӄ э ԓ _ ь _ э _ в а ч а _ ӄым _ т ы _  м ы к _ н а т а _ ӈыԓва _ вы _ н _ ӄ о ԓ _ 
итгъи ӈайыткынэты ёпыԓӄэквъэ нанӄытэмтэӈ	 и т _ гъ _ и _ ӈ а й _ ыткын _ эты _ ё п ы ԓ ӄ _  э к _ въ _ э _ н _  а н ӄ ы т э м т э _  ӈ _ 
ԓюур ԓьунин ынкы	 ԓ ю у р _ ԓ ь у _ ни _ н _ ы н _ кы _ 
ӈэвысӄэт ӈэйык ивтыԓ нэнамӈыԓёӄэн нанӄытэмтэӈына ӈэвысӄэт эмъим	 ӈ э в ы с ӄ э т _ ӈ э й ы к _ и в т ы ԓ _ н _  э н а _  м ӈ ы ԓ ё _ ӄэн _ н _  а н ӄ ы т э м т э ӈ _  ы н а _ ӈ э в ы с ӄ э т _ э м _  ъ и м _ 
гынин ытԓьатэвытԓымым йичьэмиттумгыт кытвыԓӄуным рэӄэ нытэйӈэтигыт ынкъам ынӈин нытэйӈэтигым ынӄо	 г ы н _ ин _ ы т ԓ ь а т _  э в ы т ԓ ы _  м ы м _ й и ч ь _ э _ мит _ тумгы _  т _ к ы т в ы ԓ _  ӄ у н ы м _ р э ӄ _  э _ н ы _  т э й ӈ э т _  и г ы т _ ы н к ъ а м _ ы н ӈ и н _ н ы _  т э й ӈ э т _  и г ы м _ ы н ӄ о _ 
ԓыгиейвэчеквъи нанӄытэмтэӈ ивнин эвыр гынин нэмыӄэй уйӈэ	 ԓ ы г _  и е й в _  э ч е к _  в ъ _ и _ н _  а н ӄ ы т э м т э _  ӈ _ и в _ ни _ н _ э в ы р _ г ы н _ ин _ н э м ы ӄ э й _ у й ӈ э _ 
опопы кынмаԓ мыннымытва	 о п о п ы _ к ы н м _ аԓ _ м ы н _  н ы _  м ы т в а _ 
